,id,breed,breed_id
1617,280d29e9e2f9cf53e8deba4dc1d352fb,bull_mastiff,44.0
1060,1a4c781b696cf2b51d9869bad308578c,ibizan_hound,30.0
4142,670bfb984c89fe3701b43205699c4658,dhole,24.0
7923,c60eb85ec2a2e4e90c8e6a0d7fc36436,standard_schnauzer,7.0
2709,42e241d3f8316ff788aa080f08aeb7e4,miniature_pinscher,89.0
3315,5241e2b9d9e70359c27f6cd1709c8802,american_staffordshire_terrier,116.0
2632,413699c1f7cf1b34520b88324b49643f,west_highland_white_terrier,4.0
449,0aa31d6ecdb95ac7d3b7fa42b86bd91b,old_english_sheepdog,34.0
8261,cece87e72f771598e2c4d401d41a63e9,brabancon_griffon,10.0
6923,adc5daa413e246287aacf9b7f6e16d36,giant_schnauzer,92.0
2315,39c09b7ecfddca047dba2f8b088d1b57,irish_water_spaniel,40.0
8223,cd980b3f39d9ae566444c3ebb9096acf,flat-coated_retriever,90.0
206,04d3a777baa532f7558a860393c4537f,newfoundland,112.0
3279,5170bb1397bf687ade980e913f7741e9,old_english_sheepdog,34.0
140,035b459eb52acba2ae75bed041b368fe,groenendael,8.0
7328,b78eb9db784ba1849ae8e21a8df79a05,dingo,101.0
992,1866bec18870abddd279fa4b1f0e126b,keeshond,80.0
2980,49af83fd16a3b5364b1905b231a40f39,irish_water_spaniel,40.0
3169,4e2e5e75b04fd4603d9a59af546c59b2,kerry_blue_terrier,23.0
10117,fd411242df68b9da572f8d044afa3c5f,newfoundland,112.0
4209,68b993b2d17fec04f069f743d68eb9ac,pembroke,72.0
3964,62608b3893c4a80887dbc193ceff5e84,bloodhound,73.0
6562,a526a377295cce6c0f10867f3fc6057d,brittany_spaniel,43.0
4183,680d7f247d8303c0cd1c4a1283bb3d25,pomeranian,117.0
9615,f1ca2ebd997146e85932ce3cc6e8f064,scotch_terrier,103.0
5158,8278b608f5c569eaaf3f4afb76c665cf,cocker_spaniel,77.0
8304,cfd115aa91d1b341574869fd5b9a1afd,appenzeller,54.0
5148,8216bc1a318c351732e8430da8115c47,appenzeller,54.0
1824,2d18755cd7a1155c3944910a6dffd377,kelpie,29.0
4105,661bdebb4861681d269841c2e7b69948,japanese_spaniel,100.0
6798,aac11706ef19a09f6884615c4352a0b0,silky_terrier,41.0
3998,6349085833463f42eaddbc9a9550fe1c,vizsla,74.0
6897,ad33e4e1f411d0730d962a6a87ee9154,cairn,50.0
4170,67d01a4e18fc65d49034550398e98fd5,lakeland_terrier,91.0
4647,742f5ea0773100cbf835fd53b7af71bc,clumber,95.0
6889,ad111fe98c5802b0e61e23cd857ce509,basset,46.0
9376,eb40629be9b4a1676e2277d19c43e4b0,japanese_spaniel,100.0
8978,e167b2451fa1a46c231f4a628800b5db,african_hunting_dog,88.0
278,06bd6a364e68b886c085b9b8b8d2b818,flat-coated_retriever,90.0
410,09d497888fd1e6745f67a78269139620,malamute,53.0
6301,9f29b8becdfc5ad6202efe43d6c7b2eb,scotch_terrier,103.0
1480,24b9008c2294a1c2f4c899d2e76e6822,boxer,42.0
693,10f7757fdc673e159e47ea20834ba551,curly-coated_retriever,36.0
5916,955aa14970c097c30fec72f106e4cb44,pomeranian,117.0
2033,328ebf98d9f0bf5dda5923575318ceb3,miniature_schnauzer,14.0
460,0afc7d87053cb44a529c78c0fac99886,tibetan_terrier,17.0
9136,e58621674644d3729585675ecf09c091,ibizan_hound,30.0
4957,7cbde2616a11273a406b99a55d18745e,black-and-tan_coonhound,32.0
10153,fe3d08ee9e1aba1785391b42345c3fc0,bloodhound,73.0
9970,fa4b9e80e2300c45a73f165fd34b3378,entlebucher,26.0
1145,1c80cbd184334b339e5eba8aaa6ae929,samoyed,1.0
1308,206b5cac90b6671681e41721d85b28fa,english_foxhound,37.0
5725,9064e11f8694a2af667baa8ea997f6b1,shih-tzu,3.0
7823,c38e77ac6a0ee0c8ff5fdcd1df42f6f0,samoyed,1.0
9705,f41a7b3079bbeda29028c5919e0d84af,newfoundland,112.0
4969,7d1b168750bb09cfe75266cbe85c6ea3,japanese_spaniel,100.0
5274,84d2dd9eff021b6095a4b1e2ba3c1c0c,tibetan_terrier,17.0
4479,6fc7613cfcd68a8d3d4c116e44261c29,african_hunting_dog,88.0
9340,ea607b36bd3391a5b4fe4c547f5dd7c7,irish_wolfhound,68.0
3073,4bc4ddb7cde7f2b75154dba3763b93c0,tibetan_terrier,17.0
9913,f901b7392fff2c1c3991bb8f7b31bfe3,irish_wolfhound,68.0
9018,e26c1f3142aca0c02cac1d766e87db1d,irish_water_spaniel,40.0
551,0d8858e722c5f9834ddbdcecbf3cd4d6,irish_setter,81.0
2846,46135053e19800f8af958fb32ef11db2,beagle,105.0
4546,71a6f4d727536d9188fde88dd63fc516,great_dane,79.0
1029,197ec7eddccac0c672141018bd63ae59,dhole,24.0
9121,e5470144eceb4e454681874ffe3e7e78,miniature_schnauzer,14.0
8581,d7621d1161f69c95b4c527618db4f234,beagle,105.0
2016,321c29eb5ede8bacdd8b3a6eb1ebafc6,miniature_poodle,31.0
4924,7ba8102be491368fa69e832b3f1cec42,great_pyrenees,28.0
2646,418e24eea6f52ea47c7fa94dc1e88d09,miniature_pinscher,89.0
2400,3baec795904e1eed9c6038998bb5219d,labrador_retriever,62.0
7424,b9d7fe12aaa39ae416f1d1bbab67e800,norwegian_elkhound,75.0
3018,4a8d3afc461d55418d1ee15304ca1b9b,chow,49.0
2134,351f02bbaa4f24bad17cc1e83c39a0fc,siberian_husky,118.0
4799,7864eacf8b7a02d785e094897d2a215d,lakeland_terrier,91.0
2453,3d22e354cbae687743a102e0cefcf6e5,bedlington_terrier,84.0
9995,fab4a52198780919e77a541aec737484,lhasa,87.0
7873,c4dbdd6201127e4f5b5ce08f6186834b,chow,49.0
2154,35d6d29d3db9cb7636ac49f960c3a0c7,cardigan,61.0
6637,a6c9f19bfb2b8e23d5e73294704d842c,vizsla,74.0
9199,e74d4ff0bbbaed7ed27b0dc3a27aadb1,standard_schnauzer,7.0
5507,8af9cc09eef85c49a23057412b329e1b,schipperke,5.0
2179,369b617a81c09d79ac0d9d85f3907e22,saint_bernard,65.0
7642,bf4cee97c84ad782f0bcb59b9d42e022,newfoundland,112.0
6178,9baf45e1dffbf945d7390de180a631da,tibetan_mastiff,104.0
6057,990103331becc3d72956ba681d15e9bd,mexican_hairless,93.0
4936,7bf6d713b08e69c2239242de30290aaf,miniature_schnauzer,14.0
7805,c33b87c9fb7199316fe5182751ca38f1,sealyham_terrier,47.0
1804,2cacfe9f639a1d7a1b9048ff934c0970,norfolk_terrier,39.0
4842,799017168bea86fbb6a83c5d97cc0b8c,borzoi,113.0
126,02f6152a9401568d695234d33bb6c37d,miniature_schnauzer,14.0
4194,686096d402dd79581dba8e054df6f2c5,beagle,105.0
541,0d579f92d60935a54aa6dba6e6213257,dandie_dinmont,114.0
2585,403f9cb93bd90e77e714bedd8ed44cbd,whippet,21.0
4063,650f3b9a0296ea8d4f2609e90a9f243b,curly-coated_retriever,36.0
7731,c1905697b10e53b26a2445cbb94f7227,english_setter,11.0
1402,22a48dbad1b0f7d0e7d37b0312dcde2f,border_terrier,71.0
2241,37f5b7d8210e9e601e52097297372ed6,komondor,60.0
3752,5d412b01bb29e9154a745e90e441f8fb,english_foxhound,37.0
8985,e1b04d497388246d0305c01f8d01fa1a,standard_schnauzer,7.0
9871,f827aadcd7537def18615dc19f650456,japanese_spaniel,100.0
9858,f80541bbc3592999ccc617bdcbd9fde9,basenji,52.0
7816,c37db8384c30b6da21ee2879eb54ffee,australian_terrier,35.0
9844,f7a5fbcc43b2e0e09fb25cb78a37094f,bouvier_des_flandres,110.0
1599,278368d6d4f4efe53432c4856187c299,kelpie,29.0
253,05e3dfffd0b0dca56e6b1d4686e1a6c2,west_highland_white_terrier,4.0
1845,2d81620b970a5204541c93be8b6a63a2,malinois,106.0
660,1015e4eba660def32e7e52b89fe3a9c6,bluetick,6.0
5526,8b7c503438843feb509ac38f505f77e1,pomeranian,117.0
7517,bc8503aaeb6b36c91fe82fa0cbe1dfc2,siberian_husky,118.0
6875,ac936b37580301b42c4f3f1b6baf4142,kelpie,29.0
574,0e1fcfa1796f8c54b9fa4b56a3a1fc4e,gordon_setter,96.0
2075,33d84db8872f7ba0877f868a0b341554,brittany_spaniel,43.0
5252,8463aa43d88bee057082434ccc806bb0,bernese_mountain_dog,25.0
843,14a24af1ce8c796dc96bb45dea1fb8dc,whippet,21.0
2543,3f4f7dde236c0d20411199358b69eec3,leonberg,102.0
6346,9fe860ddf6ea9ca602dc6da23fb10b74,english_springer,64.0
7389,b8fb19ddc7d9973fc1bcccb5abf8ff22,lakeland_terrier,91.0
2549,3f68ce1502f54977644ef99c3b77a96e,tibetan_terrier,17.0
7274,b632eedd6378ef5376813c11f0d454bf,maltese_dog,111.0
10045,fbd70c8820a6fbcd21242284baa8ba27,shetland_sheepdog,66.0
5441,89380eddb8ec8802ec7e19f5dc65a74a,pekinese,107.0
4672,75025a3f7e33da51270f150b9fb5cebb,great_pyrenees,28.0
7749,c20aa2f09a18bcbf98b62c0bffb3bf0e,eskimo_dog,33.0
6530,a44e6838a3b66411426d3f2961408b29,pekinese,107.0
5540,8bef88134879b7794217700319b25561,bull_mastiff,44.0
8222,cd9755d122a2b1cba1155e1612923986,lhasa,87.0
4235,6972c90ba01fc7b846c70912b5e65a9e,rhodesian_ridgeback,13.0
3341,52fc29c928f5fdaeb8e3fd012cb3af4b,bernese_mountain_dog,25.0
3029,4aea562f9a665aa4d73e9e80f5d55d9d,redbone,2.0
9276,e8e8ec39dce62227cdc94ce91d761363,newfoundland,112.0
6017,97e940e416301389fb1c3eacd424ef35,pembroke,72.0
5233,8406d837b2d7fac1c3cd621abb4c4f9e,west_highland_white_terrier,4.0
9019,e270622b5ffec8294d7e7628c4ff6c1e,brittany_spaniel,43.0
2630,41295c36303043fc587e791b14ef2272,basset,46.0
7275,b63b0200ddbb97df81972b26574959ab,boxer,42.0
1791,2c64e362c9aa29450082291264dcba29,flat-coated_retriever,90.0
9729,f5020914618ca6445b1bb1ca2e0a4d51,maltese_dog,111.0
9698,f3f01549c30b4d1ae3e6701b729ab080,entlebucher,26.0
33,00e9ed3fab1d2032603d1a90e557976f,english_setter,11.0
2032,32892307155e3ce2348f6803c7c908de,saluki,58.0
7765,c2510b34cfce799715d87a1ab1516e92,malinois,106.0
683,10c132cf556fc31a60c0f07e0d416a6c,staffordshire_bullterrier,70.0
4030,644b20efdc7375c268aa32c7b79d0b41,vizsla,74.0
244,05a5e6f6b575688dc304ae72635db7b6,italian_greyhound,9.0
888,159d8e089f2ce2a38580a02318fd9ecb,labrador_retriever,62.0
277,06ba5a21442ba19190bfe7bfa9def11c,groenendael,8.0
4727,7684bc9005956e3fa3cbd7c8d4697e57,miniature_schnauzer,14.0
5553,8c36d92a7e002977441fbaa2dbfc32bd,cairn,50.0
8670,d97ed8623808e6d34bab76b758fa14f7,old_english_sheepdog,34.0
9894,f8a95fd0eee5042ed2b93e6abd032baa,mexican_hairless,93.0
8876,de93e2daa7d4993c8e531eb71110ce46,bernese_mountain_dog,25.0
704,114a27c91c2ecc5818688abd63461c94,irish_setter,81.0
4866,79f931065bf961e6251c37d890658116,irish_setter,81.0
9234,e7fda54b5e96c6048dad68414568f142,west_highland_white_terrier,4.0
8916,dfc362b94e5653a508ceaf63d6b1ffa5,otterhound,67.0
7230,b520efcc428dc8666a138d1f6eb65853,lakeland_terrier,91.0
9408,ec01f50fdb5ca8749c5ee350232eceba,miniature_poodle,31.0
6586,a5a76e7db524d8e11728cb77e5e32f8b,komondor,60.0
5065,80530662979f925e5854d840ac73418b,saint_bernard,65.0
5859,93cb4701772622a7932c99114338a034,wire-haired_fox_terrier,94.0
3553,58660bd76dc762e242dd91acd3883561,german_shepherd,115.0
3775,5db84bd30a61abf7a44b7085eb4bd25d,chesapeake_bay_retriever,18.0
5792,925b64154ebed0a44e1f19d7586e7a25,komondor,60.0
8649,d9195974648b224678fb0ef0b86007d7,blenheim_spaniel,15.0
1167,1d25a5b2fb305047bfef877b77af6a36,toy_poodle,0.0
8041,c90e3c991d6f2c79fdfd233a09f64f99,beagle,105.0
8269,cf0973fa8d11be069b23769e781daf9d,vizsla,74.0
3424,5522867aa22e18f38e627fb9fd9b1847,maltese_dog,111.0
7415,b9ac2372389f74c8fe9c381c7f97273a,great_pyrenees,28.0
9830,f75b13d14f950f2a6acf1f907bdfc636,irish_wolfhound,68.0
4915,7b51ff72e2a35b95b5f58c6a4bb14a59,leonberg,102.0
9548,ef68f5e897135b01ea02853efd8e8344,lakeland_terrier,91.0
4343,6c5da8790c14038eb7f83768f4d5ab5a,silky_terrier,41.0
4645,741cc81bf0fef902db5bde7e936e946a,bouvier_des_flandres,110.0
8359,d19c2c775d85c2f50e1519ce67d5a5d7,saluki,58.0
7899,c599b943919e28315cfe2cd4c0e4f51c,entlebucher,26.0
5852,93a2eb58762c2ace7604975ae4a5c4c6,great_dane,79.0
9180,e681969d4b5b730e9c93ce5e9d9ec9ff,miniature_pinscher,89.0
8464,d480f8d24f1479f7669c5def4e3af118,irish_water_spaniel,40.0
1069,1a8d6993ec28618571b26ab7fa7d170d,welsh_springer_spaniel,19.0
4275,6aa14a87ed25a19e2afb72aa3c2651ff,briard,56.0
9240,e81c8db07ad9b5291435e3aa3ac728bf,chow,49.0
8886,ded35f1917f66ed6cb3179e163406aec,irish_terrier,59.0
2103,3452530c98c5575462f66181d5c8ae05,pug,85.0
1363,21895a847d034f99fdd98ffb5851da0c,english_setter,11.0
390,0974b614b86b829821067bd0b1808b8c,ibizan_hound,30.0
1002,18b4e732c105272f40956c2f85813bcb,affenpinscher,22.0
8782,dc19a7f22b2f78763083633f21db6602,afghan_hound,20.0
1294,202d6a18246367a631ae85ad77727df4,great_pyrenees,28.0
9647,f2d229962b94228f494c9cb3c0ffe740,labrador_retriever,62.0
10166,fe8d52ab96ff238ea7d234b508010ece,boxer,42.0
4665,74dd198053974e291bf436a0ba156ce6,west_highland_white_terrier,4.0
8350,d15c761ba986dc194be3170ded786d3b,brabancon_griffon,10.0
9634,f27909f3037a7b5443193d7101277fb6,irish_wolfhound,68.0
3991,63187daede73dbcd086e098ca8461398,wire-haired_fox_terrier,94.0
2423,3c462ded2d4ede47ec9dd298d998cde3,australian_terrier,35.0
9798,f692fcf95607b6e82528b0e90d705725,kelpie,29.0
170,03f5b638b8f1c83d3097786e40992ff9,toy_terrier,51.0
3759,5d650621dec7afabcd6ab8bc8423073d,labrador_retriever,62.0
7125,b2c2f184cea6a16eb97267e1eae4bc04,blenheim_spaniel,15.0
4777,77d33d7560ca0fdfef1a342bd70ac80c,newfoundland,112.0
8738,db2834327d66fde21b236b5506c521d4,whippet,21.0
1514,257d7d5a3b94a225fa26aa537f6aa8d0,italian_greyhound,9.0
6987,af2d0af36d82e3e97c9182772cdc9ae6,soft-coated_wheaten_terrier,69.0
2949,48e94004187e7c50552df11bbb475e7f,briard,56.0
5258,8480ad94841309fc4ce874c4b1afc90c,saluki,58.0
1468,24851d709a38011d88c59e7623bac3fd,borzoi,113.0
2994,49fb146aa2b154d1a2670e558e7e549d,malinois,106.0
8864,de37d314715709b183d88ec82184330a,wire-haired_fox_terrier,94.0
224,0518691772e78ac6805bf006993665a4,rhodesian_ridgeback,13.0
735,123c19c8d168e7704273cb7174351821,vizsla,74.0
9515,ee8315e3cef238ea380d197ceb26a476,toy_poodle,0.0
4732,76a366813f6d0182709d8fa154fc24b2,yorkshire_terrier,86.0
671,1069587e556525ecf7b3c6def3c096d7,norwegian_elkhound,75.0
7650,bfa0490063b75ca9fa1b022dc711d88e,entlebucher,26.0
8399,d29b0c5038e14572446722d1aacf5200,weimaraner,38.0
6283,9e9573c91725e4399224b623dc48beaf,pomeranian,117.0
4696,75e3c0f72aa5c9f54ae899e6aed8da13,welsh_springer_spaniel,19.0
1567,26caaf6663453fab159f7a4217f6d769,toy_terrier,51.0
6067,99562538c149ae254d2ba0172c145e66,entlebucher,26.0
4905,7b1d68beccf7a2974a786bd20621563f,german_shepherd,115.0
3614,59da7af24fad968ce15d4fe68bb8882c,scotch_terrier,103.0
3009,4a5d7198332eb69e4414aa803126a7ef,afghan_hound,20.0
4069,652a57b9fb2fcffeae3b2e601464a885,briard,56.0
3449,55d7b47125918892a35998297887ded3,kerry_blue_terrier,23.0
5759,917ce8504f2a5347de1686975842b4bf,saint_bernard,65.0
3860,5fb4bbceac2770ffcd84418f82e333c6,bouvier_des_flandres,110.0
3754,5d4e422ee14154858c50efa6ee3b14df,silky_terrier,41.0
3664,5b7877641728a83ba386baf10358a55c,cocker_spaniel,77.0
4539,715874f75d996fdadb957a6b4b7e209d,whippet,21.0
7778,c29939ec3329ccbed3b7f3094c48ec85,norwegian_elkhound,75.0
415,0a001d75def0b4352ebde8d07c0850ae,komondor,60.0
8865,de3ee90f9042b3cdae9aa9f1867eb751,sealyham_terrier,47.0
7284,b663fe4bee1907aac5c11313307f328c,weimaraner,38.0
3222,4fe59f20b42e04f3bee926f15f8840fd,siberian_husky,118.0
5365,872838cb6ec0c4edb6faf5d5f9e5c1f3,norwegian_elkhound,75.0
5853,93a364a9da700ae22e87f9666b5365dc,collie,16.0
3974,62ac0e5178cfec454dfe0b804b42c420,lhasa,87.0
6174,9b68e62359ae82765612cc902d7a83d3,maltese_dog,111.0
2293,3931f792d35e57b6ed52a99b52f4eb2b,irish_terrier,59.0
6290,9eb2557572aff149c5143e287799b48d,boxer,42.0
6964,aeab7ea2dca5c298c13e87eab4a654cd,entlebucher,26.0
4626,73b61c8e20df684742c8463d554fac89,curly-coated_retriever,36.0
5555,8c3c5a2ab2212dae4745f271854101b9,cocker_spaniel,77.0
8276,cf2ab1c0c1009cceb951ca7d74bf13ca,greater_swiss_mountain_dog,108.0
8451,d43d6256b3af171cda8b432de000afb0,collie,16.0
3975,62b183c7911013ede0b56a4f9184e32e,mexican_hairless,93.0
6415,a1d4504294f8435423c56b96c4a76c18,maltese_dog,111.0
8810,dcf871b987529e8b80b6e058e6150691,great_pyrenees,28.0
9983,fa747f34cc4dc45dffd28135501c6688,collie,16.0
398,09927a82d649607a7704ac6043cdfa9a,west_highland_white_terrier,4.0
7167,b3beb6bab59975305146110d51fc7120,saint_bernard,65.0
2551,3f7299b9f345fd0fbaf18cff859c8c1d,lakeland_terrier,91.0
1070,1a8e795682c930d9c2a953495cdaa54e,cairn,50.0
7605,be9a79b75ab68064bbcecbd4eb4ef959,yorkshire_terrier,86.0
7895,c58b4fb8d7666df20038fa6fa106ae33,old_english_sheepdog,34.0
9712,f4520fd1cb3d76b7d36acdb63dd964ca,tibetan_terrier,17.0
5850,939f51df57282705c7bbf31e385c4ae2,japanese_spaniel,100.0
5486,8a5d03cdf0c886d1693ad8deca7fda5c,clumber,95.0
2530,3f06362327d11ca13c01a19182911927,scotch_terrier,103.0
812,1411967eaa020b15874e03167eceea62,blenheim_spaniel,15.0
476,0b673cd41260b9fb998b0a8ad164b6d6,irish_water_spaniel,40.0
4159,67776971c7ad4fdca0b9acf5b7e3d67d,wire-haired_fox_terrier,94.0
9001,e212cce60c302d24e8aaf0fb87ee0b2c,doberman,63.0
2569,3fef6e63d8590ca814653301855ff000,irish_wolfhound,68.0
4139,6702f6c6b4b6a64f4b16364061cb546d,boston_bull,27.0
8062,c984aa03d799d4235c311e5bd373cf1f,chow,49.0
1540,2617e4f271598e3e74f7e0f94c862db3,rottweiler,76.0
23,0097c6242c6f3071762d9f85c3ef1b2f,bedlington_terrier,84.0
1563,269fffc6762062ee4ce466204bac4d9b,chow,49.0
8430,d3c6e03d7b80ee6c253b1f3b0ac7c74c,siberian_husky,118.0
3515,57926baaefa51fe0de7e2641edb0d644,irish_wolfhound,68.0
3464,5641d07cac9b01ffd2cd33f75009905c,walker_hound,57.0
1884,2e86169579fd6e8d1b5028dfe4e2b53a,appenzeller,54.0
3858,5fa7a9cee4d3f9ba64ba1f4cc10f58c5,welsh_springer_spaniel,19.0
6082,999bb3a6d00cc6456d4e71bebae48f78,weimaraner,38.0
6765,a9cfa457bbf648e22241dbdee7ba126f,border_terrier,71.0
7723,c14d79e9e4e88583fcb603aad4ca2493,affenpinscher,22.0
9684,f3b47556eea0151354f1ee1b40762fce,vizsla,74.0
6711,a874515996b484c8cd2864b4ae7fcd85,sealyham_terrier,47.0
3043,4b30249d3baaf6a00a0345ac07f01d30,german_shepherd,115.0
3429,55468f0aa15010180e945f58fd6c8e1f,brabancon_griffon,10.0
6338,9fc89093fbd02be1c4a6e390ed413c97,norfolk_terrier,39.0
3332,52ccec304f83c67eb2c996f274e7d640,scottish_deerhound,78.0
369,08e5e75d29184a82a9dada752c9c4afb,chow,49.0
9626,f234c1a8c84a833c77a7774da09cbb1a,kerry_blue_terrier,23.0
8892,deee559315624c49a59358335660ce37,border_terrier,71.0
3304,520669e34a522e1c14cf17dd0eda03be,old_english_sheepdog,34.0
2434,3c8b026a371181f328fb94f5c133b21e,samoyed,1.0
2570,3ff0641f3b2da6e8cc8b1dc39bdee8a0,english_foxhound,37.0
5575,8cd51950e3f5d3d119d195bde1eea9ad,black-and-tan_coonhound,32.0
9048,e36b6d896092fa3f2b3298ce7adb2d97,brabancon_griffon,10.0
5218,83aeba7f81bc933453556fbc4a63713b,borzoi,113.0
4804,788dcabb3cbccea5a2818e57dc00f1ea,clumber,95.0
883,157e9d7fb607da0ff1d324933b9cbddf,african_hunting_dog,88.0
7570,bd9cd8814f227af4c9aab9b9db57e3b9,saluki,58.0
6132,9aa1487dc5bbb2c34758d1a608f09bef,west_highland_white_terrier,4.0
8388,d26797ba2b145963df704ac647e06564,dandie_dinmont,114.0
3343,5309a70d8fdf823faac7a776a8c7431c,bedlington_terrier,84.0
2784,447a24e3766cde62204d42d571212389,scottish_deerhound,78.0
9709,f430cdcc2b98a6e3566e71b27ae60e71,affenpinscher,22.0
3655,5b0f7cff2d9bc9b7caabf8de7d5864bb,chihuahua,45.0
9588,f09536e93c84e70c1a6e144452ed98fb,brittany_spaniel,43.0
9546,ef519fe81769185abaf3bf9615f31b02,black-and-tan_coonhound,32.0
7634,bf25cf910748150b47bbf727a0dd6ef7,airedale,12.0
2402,3bce79e38c75a511d7de6096ea16c8b2,bull_mastiff,44.0
8462,d47fb5b7a8097959d87cffa7affad58c,german_shepherd,115.0
3498,572380f98621937eff104196578dc6c0,bluetick,6.0
3850,5f600d2a1dbdcb0249183fd98b81ef23,english_setter,11.0
8331,d0abd5df53b9a41a506ea217a70a961a,boston_bull,27.0
8840,dd8e6927bc7beb0b332ecd443c4f9a42,ibizan_hound,30.0
9847,f7be7c1d6af9e654f16e6d74ea63a8a5,miniature_schnauzer,14.0
4310,6b68b4c754b4d9bcf1793446f79b898b,italian_greyhound,9.0
1376,21dfcac3b5cc302372a081c0bdc7a24c,dandie_dinmont,114.0
273,0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel,19.0
5866,9410454220ae7b13ce2aab4323184032,bouvier_des_flandres,110.0
4323,6bdcca5bd7620bc23e53220610922a72,labrador_retriever,62.0
2578,4025c67b4183b9dca4037eaa4531ba1b,bernese_mountain_dog,25.0
7616,bec2055925d4bf2902604df521bcec76,irish_water_spaniel,40.0
8636,d8e25785ba02df22a6235ed9fbafd6a9,great_pyrenees,28.0
2113,34aad1fd93c4dd674fc8c77d6ba5e03a,great_pyrenees,28.0
1730,2adbb94f7a0d880fb7db6442b24ee06f,walker_hound,57.0
7585,be1eb6914aded0282c88d6218ca94769,whippet,21.0
9015,e25fb7b550a55bfb47e3805fc00292bb,beagle,105.0
7682,c064f334a8216234c4ffe6566fc9ca8a,tibetan_mastiff,104.0
3822,5e8badb21ba551d4952a53c3960820b4,otterhound,67.0
2055,332c413119b474653ecca0f358c85e1f,giant_schnauzer,92.0
4141,670b1a17892480ae3cbc151f3030f14f,soft-coated_wheaten_terrier,69.0
9572,f02c7f7b30bf8535b9feed3accacccb4,scotch_terrier,103.0
9377,eb44fc73de4f0d0f247c84284ae3c70d,malamute,53.0
5833,935823502911fd76718a9f8eedf7037f,english_setter,11.0
9009,e237f2c2da59abcb4d622106db8eef11,leonberg,102.0
519,0c9fc0f58a6724ca680c76785a452bba,siberian_husky,118.0
7276,b6441584ff99c3bb376c67e0bc411c47,brittany_spaniel,43.0
2580,402cbbd8529a88b7d360a4b3803446a7,keeshond,80.0
558,0dc45e3e57bbcfccc550479d57b39951,australian_terrier,35.0
6510,a3ee76dea7dadac0ae8c6f62740fbf9b,norwegian_elkhound,75.0
885,1586326d52312228c20c3599feb72d7a,pembroke,72.0
8523,d5f0de591ddb85ac62ae785fb3e316e9,whippet,21.0
7786,c2c60183f18666aaa714efeff54a808a,yorkshire_terrier,86.0
1149,1ca84cc3ffbab016dbd7ceced0e680a3,silky_terrier,41.0
4008,63c2fe18c2d62be4cc89e56b36cf9879,mexican_hairless,93.0
7757,c228896e03be709a8950d9d839fbba31,entlebucher,26.0
196,0490b67cb414d527d6c21052b1e3b5dd,welsh_springer_spaniel,19.0
4168,67c04deaaca089fe1127faa09fdc0f9e,kelpie,29.0
1819,2cf1754ae1696b36d07bfe6f5b48c3a8,boxer,42.0
9223,e7ab74acdc860dfb93271901da085ffd,gordon_setter,96.0
6640,a6d2985d1428a3cfe6e4aa66bd9ee314,airedale,12.0
3359,53643d2d125c2851c82b270933067347,bedlington_terrier,84.0
776,13267e83358116ad51bebdb1be3d0a8e,norfolk_terrier,39.0
9848,f7c22e91e22c5a97abb2b7d9bab98809,african_hunting_dog,88.0
6699,a805b37f7b8cf08cc6853792c2bd9f82,australian_terrier,35.0
7536,bcf1184ebdd1766a71ca793e5fa03e44,sussex_spaniel,109.0
8474,d4c244952ac15e6cceebdd7214e31167,australian_terrier,35.0
15,00792e341f3c6eb33663e415d0715370,african_hunting_dog,88.0
9778,f61d861726155de0ebd1a8e1e892f5af,maltese_dog,111.0
32,00ddcec076073cc96f82c27bf4548fbc,ibizan_hound,30.0
5827,93363408e03721a55c0e179e9540d048,lakeland_terrier,91.0
5211,83868fecf5f61bdbe6ee8c86fe1de258,pomeranian,117.0
4135,66f6e3a4b64ac81b57542428617d42fc,irish_wolfhound,68.0
6961,ae9eb83de4161c01bb3e1fa53fad719f,old_english_sheepdog,34.0
1213,1e0b723f0cfc7f729b4aa02743661714,papillon,99.0
9412,ec1654e55864cef34ec43800744f8ac2,kelpie,29.0
2379,3b240f25a4c5fb081c84e74398920991,beagle,105.0
10027,fb80f89c84c6c2649964b574918e02d6,newfoundland,112.0
6944,ae2ea774187ab7e25dc6597390b15765,samoyed,1.0
6380,a0f2fcabc1e9c57a62ed2b546619966b,afghan_hound,20.0
7716,c133de12833bef664547ffe9d596b760,wire-haired_fox_terrier,94.0
532,0d1d7bacd20ef921e9b3fce6d9b9f9f0,german_short-haired_pointer,97.0
3213,4fa32ed2bb2318b674141defce2a0900,norwegian_elkhound,75.0
257,060112a1a77217039de21f7d0963929d,dhole,24.0
2268,389170dbd339b95acb9e1373da77f2f8,pug,85.0
5770,91ac3d5ac0af34da508d0e53466f91be,afghan_hound,20.0
2193,37199743586b00ec5ade96f512f41284,italian_greyhound,9.0
5030,7f4668bcc5c5a975c7ea19441c37fadb,cairn,50.0
6378,a0ec3fd448700805fb60c3b9f3d2b3bc,borzoi,113.0
7003,af8c60446292fcf5a0d4a98d24db6ed5,giant_schnauzer,92.0
5396,881ceaa386838493d2f42d756fbb7597,groenendael,8.0
8984,e1af6b48fbc089b3704ee26ade7b4f6c,clumber,95.0
2378,3b212a502cf9cc40f7b6feaaa41a6032,curly-coated_retriever,36.0
8597,d7c69184308bb29224ef9499292abb09,siberian_husky,118.0
1577,271644241266089a9ce469c8d632d992,weimaraner,38.0
